RowType,InstanceId,ComponentType,ComponentName,RELevel,CertificationLevel,ShipClass,Source,Ownership,Armor,Hitpoints,Mass,ReactorEnergyDrain,ReactorGenerationRate,PitchRateMax,YawRateMax,RollRateMax,EngineTopSpeed,FrontShieldHP,BackShieldHP,ShieldRechargeRate,CapacitorEnergy,CapacitorRechargeRate,BoosterEnergy,BoosterRechargeRate,BoosterEnergyConsumption,BoosterAcceleration,TopBoosterSpeed,DroidCommandSpeed,DamageMin,DamageMax,VsShields,VsArmor,EnergyPerShot,RefireRate,Payload
Part,pmshot0065,Capacitor,Mark IV Weapons Capacitor,,7,,Crafted,Observed,436.6,873.4,14955.9,1477.3,,,,,,,,,1351.6,40.7,,,,,,,,,,,,,
Part,pmshot0066,Capacitor,Mark V Weapons Capacitor,,9,Fighter,Crafted,Observed,508.3,1015.7,37053.9,1617.6,,,,,,,,,1470.4,43.6,,,,,,,,,,,,,
Part,pmshot0067,Capacitor,Mark V Weapons Capacitor,,9,Fighter,Crafted,Observed,514.3,1027.6,37409.2,1272.9,,,,,,,,,1017.8,63,,,,,,,,,,,,,
Part,pmshot0068,Capacitor,Mark V Weapons Capacitor,,9,Fighter,Crafted,Observed,508.7,1016.4,31137.5,1625.3,,,,,,,,,1267.2,43.4,,,,,,,,,,,,,
Part,pmshot0069,Capacitor,Mark V Weapons Capacitor,,9,Fighter,Crafted,Observed,514,1027,37430.5,1272.8,,,,,,,,,1017.9,63,,,,,,,,,,,,,
Part,pmshot0070,Engine,Mark III Starfighter Engine,,5,,Crafted,Observed,296.2,592.3,6698.2,1538.3,,73,73.5,73,71.9,,,,,,,,,,,,,,,,,,
Part,pmshot0071,Engine,Mark IV Starfighter Engine,,7,,Crafted,Observed,434.6,869.5,13346.1,1277.3,,58.1,58.1,58.1,80,,,,,,,,,,,,,,,,,,
Part,pmshot0072,Engine,Mark V Starfighter Engine,,9,Fighter,Crafted,Observed,512.3,1023.7,33365.3,1261,,60.7,60.7,60.7,94,,,,,,,,,,,,,,,,,,
Part,pmshot0073,Booster,Kuat Drive Yard Experimental Booster BR-1x,,1,,Crafted,Observed,69.1,136.5,850.3,627.9,,,,,,,,,,,929.6,36.7,125.1,17.3,20.6,,,,,,,,
Part,pmshot0074,Booster,Kuat Drive Yard Experimental Booster BR-2x,,3,,Crafted,Observed,152.8,305.9,2579.7,665.8,,,,,,,,,,,1195.8,26.1,112.1,34.3,31.3,,,,,,,,
Part,pmshot0075,Booster,Kuat Drive Yard Experimental Booster BR-3x,,5,,Crafted,Observed,276.7,553.2,4664.7,674.5,,,,,,,,,,,1060.5,26.3,150.7,35.7,40.8,,,,,,,,
Part,pmshot0076,Booster,Kuat Drive Yard Experimental Booster BR-4x,,7,,Crafted,Observed,419.4,839.6,15739,693.7,,,,,,,,,,,1219.8,30.1,115.1,51.8,48,,,,,,,,
Part,pmshot0077,Booster,Kuat Drive Yard Experimental Booster BR-4x,,7,,Crafted,Observed,423.7,848.2,9497.1,720.1,,,,,,,,,,,1149.4,28.3,140.5,42,41,,,,,,,,
Part,pmshot0078,Booster,Kuat Drive Yard Experimental Booster BR-5x,,9,Fighter,Crafted,Observed,501.8,1004,26998,723.5,,,,,,,,,,,1316.7,33,178.8,48.4,53.1,,,,,,,,
Part,pmshot0079,Booster,Mark V Booster,,9,Fighter,Crafted,Observed,472.7,945.6,39303.5,733.2,,,,,,,,,,,1294.8,32.5,137.3,52.9,50.9,,,,,,,,
Part,pmshot0080,Booster,Mark I Booster,,1,,Crafted,Observed,65.1,129.1,1032.9,561,,,,,,,,,,,876.7,22.4,78.7,30.2,34,,,,,,,,
Part,pmshot0081,Booster,Mark I Booster,,1,,Crafted,Observed,63.9,126.8,808.5,549.6,,,,,,,,,,,936.6,22.9,114.7,19.6,14.5,,,,,,,,
Part,pmshot0082,Booster,Mark I Booster,,1,,Crafted,Observed,62.9,124.8,716.3,558.6,,,,,,,,,,,1231.7,14.3,125.6,14.9,14.2,,,,,,,,
Part,pmshot0083,Booster,Mark II Booster,,3,,Crafted,Observed,147.3,294.9,1332.7,600.5,,,,,,,,,,,1481.9,12.8,127.3,18.3,18.6,,,,,,,,
Part,pmshot0084,Booster,Mark II Booster,,3,,Crafted,Observed,141.6,283.4,1479.2,543.2,,,,,,,,,,,845.3,20.9,135.5,16.6,14.8,,,,,,,,
Part,pmshot0085,Booster,Mark II Booster,,3,,Crafted,Observed,145.6,291.4,2024.5,589.9,,,,,,,,,,,591.1,49.6,85.5,19,14.8,,,,,,,,
Part,pmshot0086,Booster,Mark II Booster,,3,,Crafted,Observed,148.6,297.5,2583.4,589.6,,,,,,,,,,,964.3,24,95.8,34.4,37,,,,,,,,
Part,pmshot0087,Booster,Mark III Booster,,5,,Crafted,Observed,269.1,537.9,6612.1,616.8,,,,,,,,,,,1212.3,26.3,120.8,40.3,41,,,,,,,,
Part,pmshot0088,Booster,Mark III Booster,,5,,Crafted,Observed,268.4,536.5,6152.8,653,,,,,,,,,,,1241.5,24.5,108.3,36.9,34.4,,,,,,,,
Part,pmshot0089,Booster,Mark III Booster,,5,,Crafted,Observed,278.1,556,6492.9,616.8,,,,,,,,,,,1247,29.7,137.5,39.9,40.5,,,,,,,,
Part,pmshot0090,Booster,Mark III Booster,,5,,Crafted,Observed,262.9,525.5,3601.7,695.5,,,,,,,,,,,1487.5,15.9,151.8,18,16.9,,,,,,,,
Part,pmshot0091,Booster,Mark IV Booster,,7,,Crafted,Observed,398,796.3,8258.2,699.5,,,,,,,,,,,892.9,43,161.2,21.4,15.9,,,,,,,,
Part,pmshot0092,Booster,Mark IV Booster,,7,,Crafted,Observed,389.9,780,10614.8,615.9,,,,,,,,,,,1887.6,19.7,138.2,24.8,20.1,,,,,,,,
Part,pmshot0093,Booster,Mark IV Booster,,7,,Crafted,Observed,392.7,785.5,12659.5,699.3,,,,,,,,,,,1752.4,24.9,123.1,21.4,15.9,,,,,,,,
Part,pmshot0094,Booster,Mark IV Booster,,7,,Crafted,Observed,380.3,760.9,15301.8,645.6,,,,,,,,,,,1164.4,28.8,149.7,58.7,46,,,,,,,,
Part,pmshot0095,Booster,Mark V Booster,,9,Fighter,Crafted,Observed,450.8,901.5,36933.2,673.2,,,,,,,,,,,1284.5,32.5,164,67.3,51,,,,,,,,
Part,pmshot0096,Booster,Mark V Booster,,9,Fighter,Crafted,Observed,477.1,954.2,34217,680.2,,,,,,,,,,,1818.8,32,116.6,47.5,40.6,,,,,,,,
Part,pmshot0097,Booster,Mark V Booster,,9,Fighter,Crafted,Observed,428,902.1,33357,651.5,,,,,,,,,,,1361.1,34.4,174.8,26.9,21.4,,,,,,,,
Part,pmshot0098,Booster,Mark V Booster,,9,Fighter,Crafted,Observed,472.3,944.6,20223.8,689.2,,,,,,,,,,,817.2,54,168.6,24.4,22.3,,,,,,,,
Part,pmshot0099,Weapon,Light Blaster (Green),,1,,Crafted,Observed,72.5,145.4,928.6,2085.4,,,,,,,,,,,,,,,,,261.5,463.7,0.66,0.66,16.7,0.351,
Part,pmshot0100,Weapon,Light Blaster (Red),,1,,Crafted,Observed,72.5,145.4,928.6,2085.3,,,,,,,,,,,,,,,,,261.5,463.7,0.66,0.66,16.9,0.351,
Part,pmshot0101,Weapon,Mid-Grade Blaster (Green),,3,,Crafted,Observed,167.3,334.2,2320.1,2187,,,,,,,,,,,,,,,,,547,1020.3,0.67,0.67,18.5,0.351,
Part,pmshot0102,Weapon,Mid-Grade Blaster (Red),,3,,Crafted,Observed,167.3,334.2,2320.1,2187,,,,,,,,,,,,,,,,,548.9,1020.3,0.67,0.67,18.1,0.351,
Part,pmshot0103,Weapon,Heavy Blaster (Green),,5,,Crafted,Observed,307.8,614.8,5799.9,2290.6,,,,,,,,,,,,,,,,,968,1884.6,0.68,0.68,20.1,0.351,
Part,pmshot0104,Weapon,Heavy Blaster (Red),,5,,Crafted,Observed,307.8,614.8,5799.9,2290.6,,,,,,,,,,,,,,,,,968,1884.6,0.68,0.68,20.1,0.351,
Part,pmshot0105,Weapon,Advanced Blaster (Green),,7,,Crafted,Observed,452.5,905.3,14476.5,2395.2,,,,,,,,,,,,,,,,,1442.7,2927.3,0.69,0.69,22.1,0.351,
Part,pmshot0106,Weapon,Advanced Blaster (Red),,7,,Crafted,Observed,452.5,905.3,14476.5,2395.2,,,,,,,,,,,,,,,,,1404.2,2927.3,0.69,0.69,21.9,0.351,
Part,pmshot0107,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,686.8,687.5,24406.7,1752.3,,,,,,,,,,,,,,,,,2065.5,4107.4,0.674,0.674,15.8,0.375,
Part,pmshot0108,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,687,687.7,24108.3,1731.3,,,,,,,,,,,,,,,,,2242.7,3470.9,0.698,0.698,7,0.414,
Part,pmshot0109,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,687,687.7,24390,1731.3,,,,,,,,,,,,,,,,,2242.7,3470.9,0.698,0.698,16.2,0.303,
Part,pmshot0110,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,686.6,687.3,21825.1,1730.9,,,,,,,,,,,,,,,,,2242.9,3471.4,0.674,0.674,7,0.414,
Part,pmshot0111,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,686.8,687.5,24407.1,1199.5,,,,,,,,,,,,,,,,,2243.2,3718.4,0.67,0.67,14.1,0.37,
Part,pmshot0112,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,687,687.7,24390,1731.3,,,,,,,,,,,,,,,,,2242.7,3470.9,0.74,0.74,12.1,0.41,
Part,pmshot0113,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,687,687.7,24390,1731.3,,,,,,,,,,,,,,,,,2242.7,3470.9,0.705,0.705,7,0.414,
Part,pmshot0114,Weapon,Experimental Borstel Blaster,,8,,Crafted,Observed,687,687.7,24390,1731.3,,,,,,,,,,,,,,,,,2242.7,3470.9,0.705,0.705,16.7,0.303,
Part,pmshot0115,Weapon,Advanced Blaster (Green),,7,,Crafted,Observed,448.3,896.8,13571.5,2403.1,,,,,,,,,,,,,,,,,1403.1,2924.7,0.69,0.69,23.4,0.351,
Part,pmshot0116,Weapon,Advanced Blaster (Green),,7,,Crafted,Observed,452.6,905.5,14472.7,2399.9,,,,,,,,,,,,,,,,,1539.2,2635.1,0.7,0.7,16.9,0.391,
Part,pmshot0117,Weapon,Advanced Blaster (Green),,7,,Crafted,Observed,449.4,899,14422.7,2397.2,,,,,,,,,,,,,,,,,1541.2,2642.2,0.7,0.7,17,0.39,
Part,pmshot0118,Weapon,Advanced Blaster (Red),,7,,Crafted,Observed,448.3,896.8,13571.5,2403.1,,,,,,,,,,,,,,,,,1403.1,2924.7,0.69,0.69,23.4,0.351,
Part,pmshot0119,Weapon,Advanced Blaster (Red),,7,,Crafted,Observed,450.2,900.6,14545.7,2410.5,,,,,,,,,,,,,,,,,1521.2,2507.9,0.68,0.68,17.6,0.39,
Part,pmshot0120,Weapon,Advanced Blaster (Red),,7,,Crafted,Observed,450.4,901,14539.9,2372.7,,,,,,,,,,,,,,,,,1534.5,2929,0.69,0.69,23.1,0.351,
Part,pmshot0121,Weapon,Advanced Blaster (Red),,7,,Crafted,Observed,451.4,903.2,14507.9,2401.6,,,,,,,,,,,,,,,,,1604.8,2630.4,0.701,0.701,17.7,0.391,
Part,pmshot0122,Weapon,Advanced Disruptor,,7,,Crafted,Observed,450.9,902.1,14228.6,2381.5,,,,,,,,,,,,,,,,,1538.6,2633.3,0.504,0.914,23.2,0.352,
Part,pmshot0123,Weapon,Advanced Disruptor,,7,,Crafted,Observed,448.9,898.1,14583.6,2404.5,,,,,,,,,,,,,,,,,1376.3,2860.5,0.63,0.76,23.4,0.35,
Part,pmshot0124,Weapon,Advanced Ion Cannon,,7,,Crafted,Observed,448.3,896.8,14603.5,2403.1,,,,,,,,,,,,,,,,,1403.1,2924.7,0.83,0.612,23.4,0.351,
Part,pmshot0125,Weapon,Experimental Blaster (Green),,9,Fighter,Crafted,Observed,529.4,1059,34213.1,2283.1,,,,,,,,,,,,,,,,,1746.8,3543.5,0.7,0.7,26.1,0.351,
Part,pmshot0126,Weapon,Experimental Blaster (Green),,9,Fighter,Crafted,Observed,532.3,1064.9,33695,2536.6,,,,,,,,,,,,,,,,,1743,3819,0.7,0.7,26.5,0.351,
Part,pmshot0127,Weapon,Experimental Blaster (Green),,9,Fighter,Crafted,Observed,531.1,1062.5,36311.8,2484.1,,,,,,,,,,,,,,,,,1916.1,3434.4,0.709,0.709,19.6,0.399,
Part,pmshot0128,Weapon,Experimental Blaster (Red),,9,Fighter,Crafted,Observed,531.8,1063.8,36270.1,2476.2,,,,,,,,,,,,,,,,,1912.9,3098.5,0.698,0.698,17.2,0.364,
Part,pmshot0129,Weapon,Experimental Blaster (Red),,9,Fighter,Crafted,Observed,529.4,1059,36425.8,2500.9,,,,,,,,,,,,,,,,,1737.2,3811,0.715,0.715,25.8,0.351,
Part,pmshot0130,Weapon,Experimental Blaster (Red),,9,Fighter,Crafted,Observed,530.3,1060.9,36364.8,2514.8,,,,,,,,,,,,,,,,,1894.1,3269.9,0.69,0.69,19.1,0.4,
Part,pmshot0131,Weapon,Experimental Disruptor,,9,Fighter,Crafted,Observed,529.6,1059.5,36408.6,2525.8,,,,,,,,,,,,,,,,,1912.6,3421.2,0.505,0.951,26.4,0.352,
Part,pmshot0132,Weapon,Experimental Ion Cannon,,9,Fighter,Crafted,Observed,529.8,1059.8,36398.5,2475.3,,,,,,,,,,,,,,,,,1921.4,3314.1,0.986,0.511,25.8,0.351,
Part,pmshot0133,Weapon,Heavy Blaster (Red),,5,,Crafted,Observed,307.9,615,5798.1,2268.2,,,,,,,,,,,,,,,,,945.6,1878.7,0.68,0.68,19.5,0.351,
Part,pmshot0134,Weapon,Heavy Blaster (Red),,5,,Crafted,Observed,306.7,612.6,5819.2,2270.3,,,,,,,,,,,,,,,,,1016.1,1886,0.68,0.68,21.1,0.351,
Part,pmshot0135,Weapon,Heavy Disruptor,,5,,Crafted,Observed,305.6,610.4,5838.8,2293.1,,,,,,,,,,,,,,,,,947.4,1882.9,0.592,0.829,21.3,0.351,
Part,pmshot0136,Weapon,Heavy Ion Cannon,,5,,Crafted,Observed,305.6,610.4,5838.8,2293.1,,,,,,,,,,,,,,,,,947.4,1882.9,0.829,0.592,21.3,0.351,
Part,pmshot0137,Weapon,Light Blaster (Green),,1,,Crafted,Observed,71.8,144.1,937,2061.3,,,,,,,,,,,,,,,,,291.6,396.1,0.657,0.657,19.9,0.3,
Part,pmshot0138,Weapon,Light Blaster (Green),,1,,Crafted,Observed,71.7,144,937.3,2061.7,,,,,,,,,,,,,,,,,295.1,396.7,0.658,0.658,13.6,0.349,
Part,pmshot0139,Weapon,Light Blaster (Green),,1,,Crafted,Observed,71.5,143.7,859.6,1912.9,,,,,,,,,,,,,,,,,282.8,376.5,0.658,0.658,17.6,0.352,
Part,pmshot0140,Weapon,Light Blaster (Red),,1,,Crafted,Observed,72,144.4,934.6,1937.5,,,,,,,,,,,,,,,,,254,463.3,0.66,0.66,17.6,0.351,
Part,pmshot0141,Weapon,Light Blaster (Red),,1,,Crafted,Observed,71.7,144,937.3,2061.7,,,,,,,,,,,,,,,,,297.4,400.7,0.658,0.658,13.6,0.353,
Part,pmshot0142,Weapon,Light Blaster (Red),,1,,Crafted,Observed,71.5,143.7,882.6,1942.3,,,,,,,,,,,,,,,,,279.8,376.5,0.658,0.658,13.7,0.356,
Part,pmshot0143,Weapon,Light Disruptor,,1,,Crafted,Observed,71.6,143.8,938.5,2063.8,,,,,,,,,,,,,,,,,291.1,399.5,0.55,0.761,13.6,0.355,
Part,pmshot0144,Weapon,Light Disruptor,,1,,Crafted,Observed,72.1,144.8,932.6,2087.1,,,,,,,,,,,,,,,,,302.3,417.7,0.504,0.82,17.6,0.351,
Part,pmshot0145,Weapon,Light Ion Cannon,,1,,Crafted,Observed,71.8,144.1,937,2061.3,,,,,,,,,,,,,,,,,289.9,392.1,0.763,0.55,19.1,0.309,
Part,pmshot0146,Weapon,Light Ion Cannon,,1,,Crafted,Observed,72,144.6,933.8,2062.8,,,,,,,,,,,,,,,,,254.9,464,0.767,0.552,16.1,0.351,
Part,pmshot0147,Weapon,Mid-Grade Blaster (Green),,3,,Crafted,Observed,165.7,330.8,2342.2,2165.3,,,,,,,,,,,,,,,,,619.6,872.7,0.668,0.668,14.1,0.352,
Part,pmshot0148,Weapon,Mid-Grade Blaster (Green),,3,,Crafted,Observed,165.7,330.9,2341.4,2164.9,,,,,,,,,,,,,,,,,586.5,837.1,0.667,0.667,20.2,0.279,
Part,pmshot0149,Weapon,Mid-Grade Blaster (Green),,3,,Crafted,Observed,166.2,331.8,2335.6,2189,,,,,,,,,,,,,,,,,536.5,1019.6,0.701,0.67,19.3,0.351,
Part,pmshot0150,Weapon,Mid-Grade Blaster (Green),,3,,Crafted,Observed,165.8,331,2340.8,2164.6,,,,,,,,,,,,,,,,,612.5,880.8,0.667,0.667,22.9,0.291,
Part,pmshot0151,Weapon,Mid-Grade Blaster (Red),,3,,Crafted,Observed,165.7,330.9,2341.4,2164.9,,,,,,,,,,,,,,,,,638.1,908.7,0.667,0.667,14.1,0.377,
Part,pmshot0152,Weapon,Mid-Grade Blaster (Red),,3,,Crafted,Observed,165.7,330.9,2341.4,2164.9,,,,,,,,,,,,,,,,,586.5,837.1,0.667,0.667,20.2,0.279,
Part,pmshot0153,Weapon,Mid-Grade Blaster (Red),,3,,Crafted,Observed,166.7,333,2327.8,2174.1,,,,,,,,,,,,,,,,,531.1,1015.1,0.685,0.685,19.2,0.352,
Part,pmshot0154,Weapon,Mid-Grade Disruptor,,3,,Crafted,Observed,165.7,330.9,2341.4,2038.1,,,,,,,,,,,,,,,,,631,888.6,0.57,0.763,19.1,0.353,
Part,pmshot0155,Weapon,Mid-Grade Disruptor,,3,,Crafted,Observed,165.7,330.9,2341.4,2164.9,,,,,,,,,,,,,,,,,631,880.5,0.57,0.763,14.1,0.359,
Part,pmshot0156,Weapon,Mid-Grade Ion Cannon,,3,,Crafted,Observed,165.7,330.9,2341.4,2164.9,,,,,,,,,,,,,,,,,631.6,898.4,0.763,0.57,14.3,0.382,
Part,pmshot0157,Weapon,Mid-Grade Ion Cannon,,3,,Crafted,Observed,164.5,328.3,2358.5,2195.8,,,,,,,,,,,,,,,,,588.2,900.8,0.871,0.511,19.4,0.352,
Part,pmrmqz7q30fh7,Weapon,"Incom ""Tri-Cannon""",3,3,,Looted,Observed,190,190,2734.6,1859.3,,,,,,,,,,,,,,,,,625.3,773.2,0.521,0.494,21.8,0.338,
Part,pmrmr0k9815db,Weapon,Koensayr Ion-Accelerator Cannon,3,3,,Looted,Observed,174.8,174.8,2483,2099.1,,,,,,,,,,,,,,,,,650.2,912,0.489,0.472,24.4,0.343,
Part,pmrmr7kcf2s4v,Engine,Incom Advanced Fusialthrust,6,6,,Looted,Observed,385,385,8828.7,1654.2,,61.4,62.8,64.1,66.3,,,,,,,,,,,,,,,,,,
Part,pmrmr8jei36y2,Shield,Kuat Systems Engineering Mark VI Deflector Shields,8,8,,Looted,Observed,585.4,585.4,34221,2978.3,,,,,,1653.2,1651.2,11.67,,,,,,,,,,,,,,,
Part,pmrmrbbto4riz,Main Reactor,SubPro Military-Grade Reactor,6,6,,Looted,Observed,618.9,618.9,14420.3,,19001.8,,,,,,,,,,,,,,,,,,,,,,
Part,pmrpsa8gk1nvq,Weapon,Z2UES CUSTOM ELITE BLASTER MKVIII,8,8,,REed,Observed,753.5,753.5,22325.1,1659.8,,,,,,,,,,,,,,,,,2530.9,3913.7,0.71,0.71,13.3,0.37,
Part,pmrpsu00f2s3n,Shield,MoFra - ShieldMaiden VII,7,7,,REed,Observed,649.4,649.4,14038.4,1749.6,,,,,,2252.4,2252.4,15.99,,,,,,,,,,,,,,,
Part,pmrpzk64u3trt,Shield,-PROGENITOR- MKVII ELITE BASTION DEFLECTOR SCREENS,7,7,,REed,Observed,645.5,645.5,12714.2,1570.4,,,,,,2418.7,2418.7,16.91,,,,,,,,,,,,,,,
Part,pmrq0u5ww4bng,Weapon,Borstel Disruptor,8,8,,Looted,Observed,700.8,700.8,38219.1,2800,,,,,,,,,,,,,,,,,2387.8,3691.7,0.625,0.625,14.1,0.425,
Part,pmrq2c2vb5xiw,Weapon,Koensayr Ion-Accelerator 3 Cannon,6,6,,Looted,Observed,378.7,378.7,12652.3,2095.7,,,,,,,,,,,,,,,,,1333.5,2196.4,0.643,0.62,28.2,0.428,
Part,pmrqc46ce6ai4,Shield,Banth S6 Givaway,6,6,,REed,Observed,421,421,9950.6,1943.7,,,,,,1711.4,1711.4,11.14,,,,,,,,,,,,,,,
Part,pmrqe3tv374nw,Shield,Moncal Ionweb Prototype B Shield,6,6,,Looted,Observed,400.6,400.6,15308.1,2193.2,,,,,,1714.1,1727.7,11.27,,,,,,,,,,,,,,,
Part,pmrqe9d4k8en7,Shield,Reactive N Shield,6,6,,Looted,Observed,387.1,387.1,10373.1,2494.8,,,,,,943.1,1183.4,9.47,,,,,,,,,,,,,,,
Part,pmrqf0o8y9xbk,Capacitor,A,,5,,Crafted,Observed,148.5,296.7,6594.8,1644.3,,,,,,,,,1178.1,55,,,,,,,,,,,,,
Part,pmrqse8hs1d24,Engine,A-TECH ELITE PROTOTYPE DARK MATTER ENGINE,8,8,,REed,Observed,866.7,866.7,19955.7,1210,,81.7,79.8,79,112.2,,,,,,,,,,,,,,,,,,
Part,pmrqspr6c36v0,Main Reactor,A-TECH PROTOTYPE DARK MATTER REACTOR,6,6,,REed,Observed,649.9,649.9,6019.3,,27689,,,,,,,,,,,,,,,,,,,,,,
Part,pmrqsukz15hr7,Armor,A-TECH ELITE BESKAR PLATING,5,5,,REed,Observed,1164.7,1164.7,1443.3,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmrqsz36n83fp,Weapon,ArMek SW-7a Ion Cannon,8,8,,Looted,Observed,517.3,517.3,18750.2,2298.5,,,,,,,,,,,,,,,,,2098.1,2843.2,0.635,0.622,38.5,0.424,
Part,pmrqt1bt09rqy,Weapon,"Cygnus ""Eradicator 1"" Disruptor",8,8,,Looted,Observed,559.2,559.2,32624.9,2523.1,,,,,,,,,,,,,,,,,2475.4,3179.2,0.62,0.611,35.9,0.433,
Part,pmrqt2sgdae6q,Weapon,"Cygnus ""Eradicator 1"" Disruptor",8,8,,Looted,Observed,596,596,30170.8,2646.5,,,,,,,,,,,,,,,,,1964.7,4229.8,0.626,0.628,30.2,0.425,
Part,pmrqt4q9fcbsg,Weapon,Corellian AG-1G Laser Cannons,8,8,,Looted,Observed,585.6,585.6,33660,1958.5,,,,,,,,,,,,,,,,,1640.1,2879.1,0.683,0.653,33.4,0.408,
Part,pmrqt5rund6ea,Weapon,Sienar Design Systems Heavy Imperial Special Forces Cannon,8,8,,Looted,Observed,702.8,702.8,35926,2077,,,,,,,,,,,,,,,,,2059.7,2883.4,0.57,0.63,33,0.37,
Part,pmrqtpf8tei61,Weapon,Lett's W8 Socket,8,8,,REed,Observed,,,21281,1633,,,,,,,,,,,,,,,,,2575,3992,0.71,0.71,13.3,0.36,
Part,pmrs8o1g40ai5,Shield,Moncal Ionweb Prototype B Shield,6,6,,Looted,Observed,406.4,406.4,18898.7,2463.7,,,,,,1911.3,1361.1,7.86,,,,,,,,,,,,,,,
Part,pmrsn6f9h1ms7,Shield,"Armek ""Plasma Web"" Shield Generator",8,8,,Looted,Observed,700.8,700.8,43547.2,2930.8,,,,,,2433.2,2433.1,11.84,,,,,,,,,,,,,,,
Part,pmrsn7xi22ik,Weapon,Taim & Bak KX5 Laser Cannon,6,6,,Looted,Observed,393.7,7393.7,11659.3,2137.5,,,,,,,,,,,,,,,,,1256.8,1945.5,0.64,0.629,28.8,0.422,
Part,pmrsn9j3c3wl2,Weapon,"Hoersch-Kessel ""Scorcher 3""",6,6,,Looted,Observed,412.5,412.5,12080.5,2243,,,,,,,,,,,,,,,,,1804.3,2373.7,0.646,0.616,36.6,0.408,
Part,pmrsnajtz4ttb,Weapon,Koensayr Ion-Accelerator 3 Cannon,6,6,,Looted,Observed,378.7,378.7,12652.3,2095.7,,,,,,,,,,,,,,,,,1333.5,2196.4,0.643,0.62,28.2,0.428,
Part,pms0st48p0hw2,Main Reactor,"Watto's ""Sunray"" Reactor",2,2,,Looted,Observed,126.1,126.1,1617.6,,8665.7,,,,,,,,,,,,,,,,,,,,,,
Part,pms0stjo21avo,Main Reactor,Freitek Improved Mark I Powerhouse Reactor,4,4,,Looted,Observed,259.2,259.2,2347.3,,11673.6,,,,,,,,,,,,,,,,,,,,,,
Part,pms0stvr02cvd,Main Reactor,Koensayr Enhanced Mark II Supernova Reactor,4,4,,Looted,Observed,235.8,235.8,2323.2,,11710.8,,,,,,,,,,,,,,,,,,,,,,
Part,pms0swauh34i8,Main Reactor,Sienar Design Systems High-Output Reactor,6,6,,Looted,Observed,618.9,618.9,14421.89,,18999.6,,,,,,,,,,,,,,,,,,,,,,
Part,pms0swmv94y93,Main Reactor,(Unknown) Multi-core Reactor,6,6,,Looted,Observed,483.9,483.9,15864.7,,18451.8,,,,,,,,,,,,,,,,,,,,,,
Part,pms0sx1d25d9,Main Reactor,"Slayn & Korpil ""Vortex"" Mk2 Reactor",6,6,,Looted,Observed,406.9,406.9,16666.2,,21498.9,,,,,,,,,,,,,,,,,,,,,,
Part,pms0sy1xr6q5a,Main Reactor,(Unknown) Distressed Aluminum Reactor,6,6,,Looted,Observed,474.6,474.6,18999,,20121.2,,,,,,,,,,,,,,,,,,,,,,
Part,pms0szap08jka,Engine,"Cygnus ""Megadrive"" Starship Engine",6,6,,Looted,Observed,555.5,555.5,13764.8,2100,,63.2,63.2,63.2,79,,,,,,,,,,,,,,,,,,
Part,pms0t120e9r48,Engine,A-Tech MandalMotors HIGH OUTPUT ENGINE PROTOTYPE IV,,7,,Crafted,Observed,219.6,438.5,16202.4,2027.2,,74.5,74.3,67.1,107,,,,,,,,,,,,,,,,,,
Part,pms0t1o7masnu,Shield,Koensayr Deflector M6,6,6,,Looted,Observed,391.2,391.2,15458.8,2458.8,,,,,,981.5,1161.9,10.28,,,,,,,,,,,,,,,
Part,pms0t247nb4yp,Shield,Rendili Dual-Projector Shield Generator,4,4,,Looted,Observed,7258.7,258.7,6256.3,2681,,,,,,898.4,898.4,4.37,,,,,,,,,,,,,,,
Part,pms0t4mqkc590,Shield,Protecto-net Shield,7,8,,Looted,Observed,596.3,596.3,34030.6,3277.4,,,,,,1707.3,1709.4,13.48,,,,,,,,,,,,,,,
Part,pms0t6mqtdexm,Shield,WOWEE MARK IVY DEFLECTOR SHIELD GENERATOR,,7,,Crafted,Observed,432.7,865.6,16748,3053.6,,,,,,2011.5,2011.5,11.59,,,,,,,,,,,,,,,
Part,pms0t8wvvew2u,Armor,Koensayr Heavy Durasteel Armor,4,4,,Looted,Observed,344.7,344.7,3576.7,,,,,,,,,,,,,,,,,,,,,,,,
Part,pms0t98qwfold,Armor,Mon Calamari Advanced Weave,10,10,Fighter,Looted,Observed,1472.6,1472.6,34983.4,,,,,,,,,,,,,,,,,,,,,,,,
Part,pms0t9hsjgnr8,Armor,SubPro Corrugated Durasteel Armor,6,6,,Looted,Observed,961.8,961.8,10447.5,,,,,,,,,,,,,,,,,,,,,,,,
Part,pms0t9silhrvq,Armor,Koensayr Thick Advanced Durasteel,7,7,,Looted,Observed,1404.3,1404.3,11870.4,,,,,,,,,,,,,,,,,,,,,,,,
Part,pms0ta61cik5o,Armor,Incom Light Starship Plating,1,1,,Looted,Observed,225.4,225.4,883,,,,,,,,,,,,,,,,,,,,,,,,
